FamilyID	7539_0<0>	50390_0<1>	77166_0<2>	7048_0<3>	217634_0<4>	<5>	<6>	<7>	41139_0<8>	115357_0<9>	116153_0<10>	<11>	166361_0<12>	1629725_0<13>	7070_0<14>	41895_0<15>	<16>	<17>	<18>	110193_0<19>	<20>	<21>	7054_0<22>	224129_0<23>	<24>	<25>	<26>	<27>	<28>
13634at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0
13637at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13638at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13641at7041	+0	+0	+0	+0	+2	+0	+1	+0	+1	+0	+0	+0	+0	-1	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13642at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13646at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13648at7041	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
1364at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0
13650at7041	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13660at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	-1	+0	+0	+0	+0	+0
13661at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13663at7041	+0	+0	-1	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13668at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13670at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13675at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13676at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13682at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13683at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0
13688at7041	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	-1	+0	+0	+0	-1	+0	+0	+0	+0
13694at7041	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1369at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13700at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13702at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13705at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13706at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
1370at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13711at7041	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13713at7041	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1372at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13730at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13736at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0
13747at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13750at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13754at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13757at7041	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13761at7041	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+1	+0	+0
13768at7041	+0	+5	+0	+0	+0	+0	+0	+0	+0	+1	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13771at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13780at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13784at7041	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+1	+0	+0
13785at7041	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13790at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13794at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13795at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
137at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13801at7041	-4	+7	+0	+5	+1	+0	+1	+0	+0	+1	-2	+1	+0	+0	+0	+0	+2	+0	-2	+0	+0	+0	+0	+0	-3	+1	+0	+0	+0
13804at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13805at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
13806at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13809at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+1	+0	+0
13812at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13813at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13816at7041	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13817at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1381at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0
13822at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13825at7041	+0	+0	+0	+0	+0	+1	+0	+0	+0	+1	+4	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
13826at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1382at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13830at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13834at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13836at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13837at7041	+0	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13838at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13839at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13842at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13843at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0
13848at7041	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13854at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13860at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13861at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0
13866at7041	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13871at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
13874at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13876at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1387at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13883at7041	-1	+2	+0	+1	-1	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+2	+0	+0	-1	+0	+0	+0	+4	+0	-1	+0	+0	+0	+0
13884at7041	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13887at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0
1388at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13891at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13893at7041	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13894at7041	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0
13900at7041	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13901at7041	+0	+0	+0	+0	+1	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13906at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13908at7041	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	-1	+1	+0	+0	+0	+0	+0
13909at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13912at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13917at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13918at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13920at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13922at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13923at7041	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13926at7041	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	-1	+0	+0	-1	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0
13929at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1392at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
13931at7041	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13933at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13935at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13936at7041	-1	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13937at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13938at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13944at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13945at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13946at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13949at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13953at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13961at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13962at7041	-1	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+1	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13963at7041	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13964at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13965at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13972at7041	+0	+0	+1	+0	+1	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13975at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	-1	+0	+1	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
13979at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
1397at7041	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13986at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0
13987at7041	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+2	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0
1398at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13994at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
13995at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13998at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
13999at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14000at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14001at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14006at7041	+0	+0	+1	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+1	+0	+0	+0	+1	+0	+0	+0	+0	+0
14009at7041	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14010at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14011at7041	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14017at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14019at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0
14025at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14028at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
1402at7041	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+2	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0
14036at7041	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14037at7041	+0	+0	+0	+1	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
14038at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
1403at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
14040at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14043at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14045at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14051at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14052at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14057at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14058at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	-1	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0
1405at7041	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+1	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0	+0
14064at7041	+0	+0	+0	-1	+0	+0	+0	+0	+0	+0	+0	+0	+2	-1	+0	+0	+0	+0	+0	+0	-1	+0	+3	-1	+0	+0	+0	+0	+0
