Description	OGID	110193_0	115357_0	116153_0	1629725_0	166361_0	217634_0	224129_0	41139_0	41895_0	50390_0	7048_0	7054_0	7070_0	7539_0	77166_0
None	14894at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	148at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	14901at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14904at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	14906at7041	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1
None	14908at7041	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
None	1490at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	14910at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14916at7041	2	1	2	0	2	1	1	1	2	2	2	2	1	2	2
None	14922at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	14923at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4
None	14925at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	14926at7041	1	1	3	2	1	1	1	1	1	3	1	1	1	2	1
None	14929at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14930at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	14933at7041	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14935at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	14936at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	14939at7041	1	2	2	0	1	1	1	1	1	1	1	3	1	1	1
None	1493at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14942at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14943at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	14944at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
None	14945at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14948at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14952at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	14956at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14957at7041	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1
None	14965at7041	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1
None	14966at7041	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
None	14968at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14972at7041	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
None	14974at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	14975at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	14978at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	1497at7041	1	1	2	0	1	1	1	1	1	1	1	2	1	1	1
None	14982at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	14985at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14986at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	14987at7041	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
None	1498at7041	1	7	2	2	14	1	3	8	3	9	1	12	3	9	1
None	14991at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	2	1
None	14992at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	14993at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	149at7041	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15003at7041	2	2	2	1	2	2	3	2	2	2	2	2	2	2	3
None	15006at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	15013at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15014at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15015at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15026at7041	1	1	1	2	1	1	1	1	1	1	3	1	1	1	3
None	15027at7041	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1
None	15028at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15029at7041	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1
None	1502at7041	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	15031at7041	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1
None	15035at7041	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
None	15037at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	15038at7041	1	2	2	1	1	1	3	2	1	1	1	2	1	1	1
None	1503at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	15043at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15046at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15047at7041	1	1	2	0	1	1	1	1	1	2	1	1	1	1	1
None	15052at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15056at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15061at7041	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
None	15063at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15064at7041	1	2	1	1	1	2	1	3	1	3	2	2	1	2	2
None	15068at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15069at7041	1	1	1	1	1	2	1	1	1	0	2	1	1	1	2
None	1506at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15071at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
None	15072at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15076at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15077at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	15078at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1507at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15080at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15085at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	15087at7041	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1
None	15088at7041	1	2	1	1	1	1	1	1	1	1	2	1	0	2	1
None	15092at7041	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
None	15099at7041	1	1	3	2	1	1	2	1	1	3	2	2	1	1	1
None	15102at7041	1	1	1	0	1	2	1	1	1	1	1	1	1	2	1
None	15106at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	2
None	15107at7041	2	2	2	0	2	2	1	2	2	3	2	2	2	2	2
None	15108at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15110at7041	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1
None	15114at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1511at7041	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
None	15120at7041	1	1	1	0	1	1	2	2	1	1	1	1	2	1	1
None	15121at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
None	15125at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15131at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15136at7041	1	1	1	0	1	1	1	1	1	1	1	3	1	1	1
None	15137at7041	4	4	6	0	10	1	7	3	7	12	1	1	7	2	3
None	15139at7041	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1
None	15141at7041	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
None	15145at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15146at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
None	15148at7041	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1
None	15154at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15155at7041	2	1	1	0	1	2	1	1	2	1	3	1	1	2	2
None	15156at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	15162at7041	1	1	1	0	2	1	1	1	1	4	1	1	1	3	1
None	15165at7041	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
None	15166at7041	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15169at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15170at7041	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	15171at7041	4	1	2	2	3	1	0	1	1	1	1	1	1	1	4
None	15172at7041	4	1	3	3	1	2	4	1	2	2	1	10	3	4	1
None	15173at7041	1	1	1	1	1	1	0	1	1	1	1	4	1	1	1
None	15180at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	15181at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15189at7041	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
None	15191at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15195at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	15196at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	15197at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	151at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15203at7041	1	1	2	0	1	1	1	1	1	2	1	1	1	1	1
None	15206at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15208at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	15211at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
None	15212at7041	1	1	2	0	1	1	1	1	1	1	1	3	1	1	1
None	15214at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15219at7041	1	2	1	1	1	3	1	4	1	3	6	2	4	1	1
None	15220at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	15221at7041	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
None	15223at7041	2	3	1	1	1	1	5	3	1	1	1	1	1	1	1
None	15230at7041	1	1	2	1	2	1	0	1	1	1	1	1	1	1	1
None	15232at7041	2	1	4	1	1	2	1	1	1	1	1	1	1	1	1
None	15234at7041	1	1	0	1	1	1	1	1	2	1	1	2	2	1	1
None	15239at7041	1	1	3	1	1	1	2	1	1	2	1	1	1	2	1
None	15244at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	15245at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
None	1524at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
None	15254at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15256at7041	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15257at7041	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
None	1525at7041	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1
None	15260at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15265at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	15266at7041	1	2	2	1	1	1	2	2	2	2	1	1	3	3	2
None	15267at7041	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2
None	15269at7041	1	1	3	0	1	2	1	1	1	3	2	1	1	2	2
None	15270at7041	1	1	1	1	1	1	1	1	1	4	1	2	1	2	1
None	15273at7041	1	1	1	1	1	2	2	1	1	2	1	3	1	1	1
None	1527at7041	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1
None	15281at7041	2	3	3	0	2	2	2	3	2	2	1	2	2	1	2
None	15286at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	15288at7041	2	1	1	0	1	1	1	1	1	2	2	1	1	1	1
None	15292at7041	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1
None	15293at7041	1	5	1	1	2	5	1	4	2	1	1	8	3	1	1
None	15295at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15296at7041	1	1	2	1	1	1	1	1	1	1	2	1	1	1	0
None	1529at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	15302at7041	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
None	15303at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	15304at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15309at7041	1	1	1	0	1	2	1	1	1	1	1	2	1	1	1
None	1530at7041	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1
None	15314at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15318at7041	1	4	1	1	1	2	2	1	1	1	2	1	1	1	1
None	15320at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15329at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	1532at7041	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1
None	15330at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15331at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	15333at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1533at7041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
None	15341at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	15348at7041	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1
None	15349at7041	1	1	1	0	1	1	1	1	1	2	2	1	1	1	3
None	15362at7041	0	1	1	1	1	2	1	2	2	1	1	1	2	1	2
None	15366at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15367at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	1536at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15371at7041	1	1	1	0	1	2	2	1	1	1	1	2	1	1	1
None	1537at7041	1	1	1	0	2	1	2	1	1	1	1	1	1	1	1
None	15382at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15384at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15387at7041	1	1	1	0	1	1	1	1	1	1	4	1	1	1	1
None	15389at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	15393at7041	1	1	3	1	1	2	2	2	1	3	1	2	1	3	0
None	15394at7041	1	1	4	3	2	3	1	1	1	4	3	1	1	3	1
None	15395at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15397at7041	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1
None	15405at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	15407at7041	1	1	3	1	1	1	1	1	1	0	1	3	1	1	1
None	15409at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
None	15410at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	15413at7041	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	15418at7041	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1
None	15419at7041	1	3	1	0	1	2	1	1	1	1	1	1	1	1	2
None	15423at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	2	1
None	15424at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15425at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15427at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	15429at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	1542at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	15430at7041	1	0	1	1	1	1	2	1	1	1	1	2	1	1	1
None	15431at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15433at7041	1	1	1	0	1	1	1	2	1	1	2	3	1	1	1
None	15435at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15438at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15439at7041	1	1	1	1	1	1	1	1	1	1	1	5	1	2	1
None	15440at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	15442at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15448at7041	1	1	1	1	2	1	1	1	1	1	1	2	1	0	1
None	15449at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
None	15451at7041	1	1	1	0	1	1	1	2	1	1	1	2	1	2	1
None	15457at7041	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2
None	15459at7041	4	2	2	1	0	1	1	1	2	1	1	6	1	2	1
None	1545at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15467at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15469at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15470at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	15475at7041	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1
None	15479at7041	1	1	1	0	1	1	2	1	1	2	1	1	1	1	1
None	15480at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15482at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	15485at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
None	15496at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	15498at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15502at7041	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1
None	15503at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15506at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	1550at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15510at7041	1	2	3	3	2	3	3	3	2	3	2	3	9	1	1
None	15511at7041	1	1	1	0	1	1	1	2	1	1	1	1	3	1	1
None	15515at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15517at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15520at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15527at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15529at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3
None	1552at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15535at7041	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1
None	15540at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	15546at7041	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1
None	15549at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15551at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15552at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3
None	15561at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15565at7041	1	1	2	1	1	4	1	1	0	4	1	2	1	3	1
None	15566at7041	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1
None	15567at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15572at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3
None	15574at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15579at7041	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
None	15582at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	15588at7041	1	1	1	1	0	1	1	1	1	1	1	1	1	3	1
None	15590at7041	2	1	2	0	1	1	2	1	1	1	1	1	1	1	1
None	1559at7041	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1
None	15601at7041	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1
None	15602at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
None	15604at7041	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1
None	15610at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	15612at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15618at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15624at7041	1	1	2	1	1	1	1	1	0	1	2	1	1	1	1
None	15627at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15629at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2
None	15634at7041	1	1	3	2	1	2	0	1	1	2	1	1	1	3	1
None	15636at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	15645at7041	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1
None	15649at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15653at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15657at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15658at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15660at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15662at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15665at7041	2	1	1	1	1	1	2	1	1	1	1	1	0	1	1
None	15668at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15680at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15682at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	2	3
None	15684at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	156at7041	2	1	2	1	1	3	1	1	1	1	1	0	1	1	1
None	15700at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15703at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	15704at7041	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1
None	15708at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15711at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2
None	15712at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15724at7041	1	2	1	1	1	1	1	3	1	3	2	1	1	2	2
None	15725at7041	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1
None	15726at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3
None	15731at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15734at7041	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1
None	15737at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	15739at7041	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
None	15740at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15744at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15746at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
None	15748at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1574at7041	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1
None	15756at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	15757at7041	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1
None	1575at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	15767at7041	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
None	15768at7041	1	1	0	1	1	1	1	1	1	2	1	1	1	1	2
None	15772at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	15775at7041	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
None	1577at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15781at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	15782at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
None	15783at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15784at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	15790at7041	1	1	2	0	2	1	1	2	1	2	1	1	1	1	1
None	15792at7041	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1
None	15794at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	15796at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3
None	15801at7041	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2
None	15805at7041	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	1580at7041	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
None	15810at7041	2	1	2	1	1	1	1	1	1	1	1	3	1	1	1
None	15815at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15819at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	15826at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15828at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	1582at7041	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1
None	15831at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
None	15832at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15833at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15834at7041	1	1	1	1	1	2	2	1	1	1	2	1	1	2	0
None	15835at7041	1	2	1	1	3	1	2	2	1	2	1	3	1	1	1
None	15836at7041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
None	15837at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15839at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15841at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	15842at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
None	15844at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15845at7041	1	0	1	1	1	2	2	1	1	1	1	1	1	1	2
None	15846at7041	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	15848at7041	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
None	15852at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	15853at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	15855at7041	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1
None	15857at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15859at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15862at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
None	15866at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15871at7041	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1
None	15872at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15878at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
None	1587at7041	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1
None	15880at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
None	15887at7041	1	2	1	2	1	1	1	1	1	3	2	1	1	1	1
None	1588at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15893at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15895at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15897at7041	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
None	15898at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15908at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15910at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	15912at7041	1	2	4	1	2	2	2	2	1	3	2	2	2	2	2
None	15919at7041	2	1	1	0	1	1	1	1	1	1	1	2	1	1	4
None	15925at7041	2	1	3	0	2	1	1	1	1	2	1	1	1	1	1
None	15926at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15931at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15937at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15938at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	15942at7041	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
None	15944at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	15949at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	15950at7041	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
